"frame","time","face_prob","face_id","pitchF0","segment_id","segment_start","segment_end","track","speaker_id","text_token_id","text_token","text_token_start","text_token_end","match_id","FaceRectX","FaceRectY","FaceRectWidth","FaceRectHeight","AU01","AU02","AU04","AU06","AU07","AU10","AU12","AU14","AU15","AU17","AU23","AU24","fl1","fl2","fl3","fl4","fl5","fl6","fl7","fl8","fl9","fl10","fl11","fl12","fl13","fl14","fl15","fl16","fl17","fl18","fl19","fl20","fl21","fl22","fl23","fl24","fl25","fl26","fl27","fl28","fl29","fl30","fl31","fl32","fl33","fl34","fl35","fl36","fl37","fl38","fl39","fl40","fl41","fl42","fl43","fl44","fl45","fl46","fl47","fl48","fl49","fl50","fl51","fl52","fl53","fl54","fl55","fl56","fl57","fl58","fl59","fl60","fl61","fl62","fl63","fl64","fl65","fl66","fl67","fl68"
400,16,0.994,48,180.844,1,0.498,20.495,0,"SPEAKER_00",63,"factlook",15.84,16.26,0,249.107,42.242,346.334,161.838,0.042,0.963,0.002,0.692,0.591,0.45,0.908,0.968,0.132,0,0.008,0,"248.84108267 93.05177015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
401,16.04,0.995,48,171.608,1,0.498,20.495,0,"SPEAKER_00",63,"factlook",15.84,16.26,0,249.703,43.453,344.783,160.666,0.04,0.963,0.002,0.676,0.625,0.406,0.912,0.974,0.129,0,0.009,0,"248.89692742 92.2508949","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
402,16.08,0.993,48,143.972,1,0.498,20.495,0,"SPEAKER_00",63,"factlook",15.84,16.26,0,244.357,37.979,343.62,160.417,0.039,0.963,0.002,0.674,0.596,0.499,0.93,0.963,0.128,0,0.009,0,"248.56507355 92.18539286","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
403,16.12,0.991,48,NA,1,0.498,20.495,0,"SPEAKER_00",63,"factlook",15.84,16.26,0,247.832,41.686,339.79,157.179,0.037,0.956,0.003,0.605,0.547,0.54,0.933,0.968,0.118,0.001,0.013,0,"247.10920272 90.71802622","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
404,16.16,0.993,48,163.659,1,0.498,20.495,0,"SPEAKER_00",63,"factlook",15.84,16.26,0,249.151,40.434,340.393,153.653,0.036,0.959,0.002,0.648,0.625,0.552,0.933,0.973,0.152,0.001,0.012,0,"247.53132477 89.98384815","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
405,16.2,0.99,48,152.557,1,0.498,20.495,0,"SPEAKER_00",63,"factlook",15.84,16.26,0,249.008,39.596,339.519,152.385,0.037,0.956,0.003,0.665,0.608,0.623,0.938,0.963,0.131,0.001,0.015,0,"246.85256642 89.0275026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
406,16.24,0.996,48,148.511,1,0.498,20.495,0,"SPEAKER_00",63,"factlook",15.84,16.26,0,247.888,39.944,336.867,152.197,0.038,0.948,0.003,0.64,0.576,0.676,0.941,0.957,0.119,0.001,0.016,0,"246.77374354 86.85298449","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
407,16.28,0.998,48,136.179,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,246.278,41.446,335.02,151.604,0.037,0.95,0.003,0.651,0.571,0.688,0.938,0.955,0.124,0.001,0.017,0,"247.49935383 85.93864539","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
408,16.32,0.996,27,NA,1,0.498,20.495,0,"SPEAKER_00",64,"at",16.28,16.36,0,248.12,34.86,343.435,151.997,0.035,0.948,0.003,0.635,0.544,0.713,0.939,0.959,0.136,0.001,0.017,0,"247.31317645 84.98491383","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
409,16.36,0.997,48,NA,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,249.888,38.844,339.315,151.165,0.033,0.939,0.004,0.654,0.513,0.746,0.939,0.956,0.132,0,0.018,0,"248.56961837 83.95023918","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
410,16.4,1,48,NA,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,253.572,39.915,346.651,153.411,0.035,0.944,0.003,0.683,0.537,0.791,0.946,0.95,0.142,0.001,0.021,0,"250.2499336 82.38291931","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
411,16.44,0.999,27,NA,1,0.498,20.495,0,"SPEAKER_00",65,"her",16.4,17.2,0,251.923,38.21,341.464,150.948,0.037,0.94,0.004,0.718,0.584,0.811,0.944,0.945,0.139,0.001,0.019,0,"250.83040231 80.91112471","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
412,16.48,0.998,27,NA,1,0.498,20.495,0,"SPEAKER_00",65,"her",16.4,17.2,0,251.691,36.922,345.279,150.719,0.045,0.948,0.003,0.687,0.636,0.799,0.944,0.944,0.138,0.001,0.02,0,"251.62648074 80.2314437","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
413,16.52,0.998,27,NA,1,0.498,20.495,0,"SPEAKER_00",65,"her",16.4,17.2,0,254.182,38.568,344.902,151.08,0.043,0.947,0.004,0.667,0.628,0.814,0.944,0.946,0.129,0.001,0.02,0,"252.90716925 79.89554846","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
414,16.56,0.999,27,NA,1,0.498,20.495,0,"SPEAKER_00",65,"her",16.4,17.2,0,254.603,38.562,345.8,150.191,0.044,0.948,0.004,0.674,0.643,0.803,0.939,0.942,0.125,0.001,0.019,0,"253.48423086 79.80172479","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
415,16.6,0.998,27,133.186,1,0.498,20.495,0,"SPEAKER_00",65,"her",16.4,17.2,0,255.622,38.982,346.143,150.204,0.045,0.944,0.004,0.671,0.635,0.815,0.933,0.935,0.119,0.001,0.018,0,"254.68263935 79.67058402","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
416,16.64,0.998,27,279.439,1,0.498,20.495,0,"SPEAKER_00",65,"her",16.4,17.2,0,255.772,38.492,345.729,150.935,0.043,0.938,0.004,0.672,0.667,0.797,0.933,0.922,0.125,0.001,0.015,0,"255.13775332 78.63682228","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
417,16.68,0.998,27,281.9,1,0.498,20.495,0,"SPEAKER_00",65,"her",16.4,17.2,0,257.854,38.293,346.88,148.034,0.042,0.926,0.004,0.654,0.674,0.805,0.933,0.91,0.124,0.001,0.014,0,"256.33241105 77.71257699","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
418,16.72,1,27,278.765,1,0.498,20.495,0,"SPEAKER_00",65,"her",16.4,17.2,0,257.304,37.834,350.923,148.48,0.046,0.929,0.005,0.662,0.661,0.801,0.936,0.923,0.129,0.001,0.015,0,"257.31912092 79.33328855","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
419,16.76,0.994,9,241.173,1,0.498,20.495,0,"SPEAKER_00",65,"her",16.4,17.2,0,238.16,72.503,329.163,189.93,0.167,0.99,0.001,0.45,0.748,0.113,0.901,0.977,0.127,0.001,0.002,0,"243.6554853 113.44473875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
420,16.8,0.983,9,NA,1,0.498,20.495,0,"SPEAKER_00",65,"her",16.4,17.2,0,246.021,72.35,334.108,183.912,0.158,0.989,0.001,0.409,0.71,0.072,0.89,0.979,0.127,0.001,0.001,0,"247.16036202 114.43363416","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
421,16.84,0.995,9,NA,1,0.498,20.495,0,"SPEAKER_00",65,"her",16.4,17.2,0,247.326,75.741,338.16,187.072,0.118,0.985,0.002,0.372,0.657,0.064,0.868,0.979,0.091,0.001,0.001,0,"251.14919972 115.16550159","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
422,16.88,0.999,8,234.047,1,0.498,20.495,0,"SPEAKER_00",65,"her",16.4,17.2,0,249.992,79.756,341.752,189.517,0.102,0.985,0.002,0.372,0.678,0.06,0.843,0.982,0.1,0.001,0.001,0,"255.12990014 115.6047709","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
423,16.92,0.949,9,237.575,1,0.498,20.495,0,"SPEAKER_00",65,"her",16.4,17.2,0,255.4,75.95,342.528,182.659,0.09,0.988,0.003,0.349,0.657,0.072,0.857,0.982,0.099,0,0.001,0,"258.34173468 116.02650231","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
424,16.96,0.982,9,254.577,1,0.498,20.495,0,"SPEAKER_00",65,"her",16.4,17.2,0,257.73,74.431,344.973,184.31,0.089,0.989,0.003,0.345,0.679,0.08,0.861,0.978,0.08,0,0.001,0,"261.35271592 116.05536026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
425,17,0.997,9,251.902,1,0.498,20.495,0,"SPEAKER_00",65,"her",16.4,17.2,0,261.127,72.934,349.734,184.629,0.083,0.993,0.006,0.399,0.685,0.09,0.886,0.984,0.142,0,0.002,0,"264.19415505 117.48629767","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
426,17.04,0.992,9,249.393,1,0.498,20.495,0,"SPEAKER_00",65,"her",16.4,17.2,0,262.983,79.219,350.784,188.564,0.074,0.993,0.006,0.474,0.742,0.101,0.89,0.988,0.154,0,0.004,0,"267.2393406 119.16042483","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
427,17.08,0.991,9,247.664,1,0.498,20.495,0,"SPEAKER_00",65,"her",16.4,17.2,0,266.924,79.716,353.839,188.78,0.077,0.993,0.008,0.454,0.692,0.105,0.877,0.983,0.144,0,0.004,0,"269.52465613 119.43294746","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
428,17.12,0.993,9,250.155,1,0.498,20.495,0,"SPEAKER_00",65,"her",16.4,17.2,0,267.481,79.071,356.483,190.34,0.079,0.991,0.011,0.632,0.741,0.107,0.862,0.987,0.153,0,0.006,0,"271.63618433 120.34480691","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
429,17.16,0.997,9,240.264,1,0.498,20.495,0,"SPEAKER_00",65,"her",16.4,17.2,0,270.222,78.802,359.215,192.71,0.102,0.992,0.007,0.703,0.775,0.101,0.867,0.991,0.2,0.001,0.009,0,"273.76203316 119.43111819","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
430,17.2,0.997,9,230.763,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,273.858,81.137,362.638,192.041,0.129,0.991,0.006,0.802,0.862,0.089,0.852,0.992,0.216,0,0.005,0,"277.99496317 121.30456293","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
431,17.24,0.989,9,222.203,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,279.014,81.427,366.384,189.336,0.152,0.99,0.003,0.704,0.864,0.074,0.822,0.992,0.202,0,0.003,0,"281.78081134 119.36143887","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
432,17.28,0.99,9,219.94,1,0.498,20.495,0,"SPEAKER_00",66,"websitunoit's",17.26,17.78,0,278.262,79.073,368.685,193.622,0.147,0.984,0.003,0.777,0.885,0.053,0.83,0.981,0.11,0,0.002,0,"283.7648952 121.72326094","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
433,17.32,0.995,9,234.327,1,0.498,20.495,0,"SPEAKER_00",66,"websitunoit's",17.26,17.78,0,282.42,78.36,375.159,193.889,0.18,0.987,0.003,0.695,0.877,0.058,0.845,0.98,0.102,0,0.003,0,"286.12318873 120.02584934","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
434,17.36,0.99,9,249.499,1,0.498,20.495,0,"SPEAKER_00",66,"websitunoit's",17.26,17.78,0,284.931,80.175,375.538,195.245,0.157,0.977,0.001,0.715,0.878,0.033,0.868,0.963,0.067,0,0.001,0,"289.25807479 122.93987048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
435,17.4,0.991,9,265.418,1,0.498,20.495,0,"SPEAKER_00",66,"websitunoit's",17.26,17.78,0,288.094,79.526,377.379,191.971,0.167,0.982,0.001,0.702,0.857,0.036,0.871,0.959,0.067,0,0.001,0,"293.31712854 119.86901629","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
436,17.44,0.993,9,291.547,1,0.498,20.495,0,"SPEAKER_00",66,"websitunoit's",17.26,17.78,0,290.081,79.435,380.064,192.781,0.155,0.982,0.002,0.719,0.863,0.034,0.885,0.946,0.063,0,0.001,0,"293.91952531 120.59033692","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
437,17.48,0.997,9,272.975,1,0.498,20.495,0,"SPEAKER_00",66,"websitunoit's",17.26,17.78,0,292.599,82.861,380.976,191.712,0.159,0.983,0.002,0.742,0.885,0.033,0.883,0.943,0.055,0,0.001,0,"296.59646872 120.76577508","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
438,17.52,0.999,9,274.005,1,0.498,20.495,0,"SPEAKER_00",66,"websitunoit's",17.26,17.78,0,294.797,83.508,384.5,195.26,0.192,0.986,0.002,0.763,0.898,0.031,0.903,0.948,0.067,0,0.001,0,"299.24868554 123.59751987","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
439,17.56,1,9,254.221,1,0.498,20.495,0,"SPEAKER_00",66,"websitunoit's",17.26,17.78,0,296.488,83.541,384.724,194.445,0.191,0.988,0.002,0.746,0.883,0.039,0.917,0.952,0.077,0,0.002,0,"301.18019222 123.27100986","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
440,17.6,1,9,221.463,1,0.498,20.495,0,"SPEAKER_00",66,"websitunoit's",17.26,17.78,0,299.665,84.372,387.017,191.614,0.207,0.985,0.002,0.696,0.859,0.056,0.92,0.956,0.08,0,0.003,0,"302.90118444 123.55483174","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
441,17.64,0.996,9,216.041,1,0.498,20.495,0,"SPEAKER_00",66,"websitunoit's",17.26,17.78,0,298.52,80.098,387.976,191.861,0.247,0.976,0.002,0.759,0.898,0.08,0.883,0.942,0.079,0,0.002,0,"304.16887689 122.14765429","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
442,17.68,0.996,9,219.037,1,0.498,20.495,0,"SPEAKER_00",66,"websitunoit's",17.26,17.78,0,299.498,77.172,390.013,190.348,0.265,0.978,0.003,0.769,0.903,0.088,0.875,0.931,0.082,0,0.003,0,"303.22016965 122.27987802","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
443,17.72,0.986,2,224.325,1,0.498,20.495,0,"SPEAKER_00",66,"websitunoit's",17.26,17.78,0,298.364,75.887,389.884,190.089,0.247,0.977,0.004,0.822,0.928,0.1,0.867,0.922,0.088,0,0.004,0,"304.04503854 120.91920754","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
444,17.76,0.993,2,206.789,1,0.498,20.495,0,"SPEAKER_00",66,"websitunoit's",17.26,17.78,0,296.746,71.649,389.636,186.245,0.244,0.977,0.004,0.799,0.935,0.109,0.871,0.895,0.077,0,0.004,0,"302.87476373 118.81543732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
445,17.8,1,2,215.428,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,297.827,68.699,391.118,182.822,0.204,0.976,0.005,0.832,0.931,0.129,0.892,0.889,0.071,0,0.005,0,"302.13278267 116.3233051","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
446,17.84,0.999,2,220.23,1,0.498,20.495,0,"SPEAKER_00",0,"",0,0,0,295.758,69.192,387.754,181.541,0.186,0.975,0.005,0.87,0.936,0.146,0.918,0.879,0.066,0,0.007,0,"303.63988237 116.01153755","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
447,17.88,1,2,213.09,1,0.498,20.495,0,"SPEAKER_00",68,"different",17.84,18.1,0,295.248,68.778,386.843,180.217,0.181,0.972,0.005,0.872,0.937,0.16,0.921,0.87,0.067,0,0.007,0,"302.56393823 115.81720179","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
448,17.92,1,2,202.502,1,0.498,20.495,0,"SPEAKER_00",68,"different",17.84,18.1,0,295.71,69.723,385.324,179.769,0.197,0.966,0.006,0.839,0.93,0.153,0.928,0.86,0.068,0,0.008,0,"302.3506496 115.28273487","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
449,17.96,0.999,2,196.54,1,0.498,20.495,0,"SPEAKER_00",68,"different",17.84,18.1,0,295.517,68.456,386.577,180.997,0.209,0.974,0.008,0.822,0.919,0.179,0.931,0.889,0.082,0,0.013,0,"302.10895723 115.60516143","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
450,18,0.999,2,197.532,1,0.498,20.495,0,"SPEAKER_00",68,"different",17.84,18.1,0,295.303,68.581,386.133,180.727,0.187,0.968,0.008,0.828,0.928,0.204,0.932,0.885,0.087,0.001,0.01,0,"301.97238088 116.15646565","302.18849167 126.56833613","303.79130781 137.08874309","306.6287756 147.52075517","310.17815754 157.21855605","315.39773852 165.77652061","322.2238794 172.83499146","330.18963695 178.28550422","340.24737716 179.99871397","351.33955777 178.76233304","362.6815021 175.06202185","373.18143964 169.32763183","381.41770899 160.9801116","386.54981136 150.15244031","389.23977733 137.75214398","390.70681632 124.92525482","391.10215425 112.10215533","303.31551984 102.36170107","307.22675398 97.87894243","313.34901899 96.3529686","319.97365862 97.02249819","326.08552009 99.32982618","343.0030787 97.23495537","350.6842804 94.02148643","359.20347631 92.67615923","367.80695617 94.14537498","374.83947635 98.54293668","334.52809334 109.39440811","334.06246632 116.82731801","333.50636274 123.90006238","332.92321682 130.99665606","327.85785973 139.57392299","331.30468637 140.47769868","335.05320102 140.857301","339.54994798 139.90293527","343.98422122 138.7487402","310.52090406 112.56732011","314.94408041 108.55192924","320.95834494 108.4539848","326.23521179 113.10552114","320.86484581 114.83808571","314.96263206 115.04982167","349.16259944 111.65468985","354.17374074 106.20540643","360.57173491 105.83258027","366.47193909 109.44025123","361.32555664 112.28123331","355.04392087 112.80666554","324.63211209 156.34022617","328.01306546 151.55514026","332.43277013 148.57087219","336.01033032 149.41221678","340.06812871 148.10010159","347.30590045 150.47613525","354.57279623 154.13167858","348.40718448 158.30007875","341.92006767 160.63339674","337.3397252 161.25636363","333.24849516 161.08616316","328.91047806 159.46626568","326.88137561 156.10102499","332.68891335 153.33005989","336.35770738 153.41846788","340.51621377 152.80853534","352.24739194 154.10189891","341.13346994 154.53340912","336.94672793 155.02468848","333.19320083 154.84594488"
450,18,0.743,19,197.532,1,0.498,20.495,0,"SPEAKER_00",68,"different",17.84,18.1,0,201.812,263.199,228.642,302.498,0.266,0.414,0.12,0.989,0.942,0.549,0.957,0.926,0.041,0.152,0.103,0.027,"204.26757614 274.27914137","203.10447438 277.41636497","202.23856401 280.71781835","201.74841401 283.9069764","201.921232 286.94447941","202.76685423 289.85491133","204.38758144 292.52085489","206.60306713 294.63714713","209.26206145 295.96594405","211.96689364 296.18353039","214.83816451 295.42125732","217.85978633 294.13143164","220.61803901 292.16296577","222.89444518 289.65373135","224.8131609 286.9540152","226.45013613 284.05503684","227.68745792 281.01136056","208.98214039 273.24230817","210.9900535 272.84208333","212.96378687 273.06095065","214.82143557 273.75602473","216.35540932 274.84098141","221.58760929 275.64453837","223.35411429 275.43715167","225.14251542 275.57259411","226.75476998 276.20217159","227.60425383 277.39118502","218.0949474 278.18758866","217.39413375 280.37730432","216.74752343 282.47584382","216.04489231 284.57028222","213.10255936 285.4398762","214.03280827 286.06502116","214.97273755 286.56889164","216.14276987 286.65225506","217.17617762 286.44542402","210.28721783 276.71484026","212.1289883 276.51800331","213.50911483 276.83515191","214.45449355 277.75944784","213.11517343 277.79128692","211.69488662 277.4194521","220.88762176 279.02971512","222.53179801 278.62392774","223.85833097 278.92757419","224.87242323 279.67564389","223.48333132 279.95613045","222.18083256 279.62545314","208.93908969 287.95671487","210.90688285 288.04272974","212.64743981 288.12778473","213.42223057 288.63263476","214.36318168 288.68020749","215.30457044 289.20127505","216.01616693 289.8320632","214.67494082 290.64958602","213.4216513 291.23080891","212.35240665 291.15213078","211.25852296 290.75108868","209.9626312 289.61084586","209.48983562 288.16530043","212.12584904 288.9607501","213.04857436 289.37037402","213.96205205 289.50752181","215.61217439 289.69115657","213.94691536 289.9736445","212.95874065 289.83991134","211.97171956 289.47747463"
451,18.04,0.994,2,192.865,1,0.498,20.495,0,"SPEAKER_00",68,"different",17.84,18.1,0,295.708,67.956,384.981,179.924,0.175,0.961,0.008,0.83,0.937,0.209,0.93,0.895,0.082,0.001,0.007,0,"300.88685548 114.90862083","301.32520676 125.44358683","303.09435105 136.07054186","306.1575861 146.5423193","310.08533466 156.14049053","315.72814453 164.41835833","322.88839698 171.08383012","330.99239004 176.17986846","340.94704294 177.69609118","351.83772135 176.26681709","362.89011121 172.30890656","373.18340158 166.43498468","381.25994277 158.07473874","386.28456569 147.32626033","388.88829327 135.1118989","390.30435801 122.54139376","390.65002179 109.92496169","303.04912901 101.89144742","307.12890732 97.38092351","313.32733035 95.76566291","320.04879379 96.32718229","326.31518507 98.49616349","342.94441533 96.53429282","350.61612749 93.46709079","359.13368177 92.17417002","367.73203707 93.67199814","374.69864583 98.07461357","334.75935733 108.52646434","334.31041992 115.81463242","333.77760124 122.72958183","333.23652029 129.66569066","328.01750052 138.45465446","331.5887481 139.23322034","335.42711151 139.54106498","339.93734896 138.65816975","344.38198709 137.57773304","310.32123923 111.56961823","314.94024777 107.63196266","320.94224942 107.53906274","326.17494845 112.19041228","320.83043027 113.83720922","314.90222907 114.00296009","349.20240593 110.74440122","354.19394755 105.31317902","360.59770441 104.94352984","366.62918568 108.48289347","361.3724401 111.3277849","355.07256842 111.87370348","324.76569438 155.60596275","328.17137134 150.4957366","332.72194493 147.30955553","336.36545444 148.14038587","340.41747832 146.82140207","347.66082668 149.34319568","354.74518657 153.25699139","348.81094074 157.83613372","342.35082531 160.47800231","337.69579363 161.13649321","333.48964143 160.95801902","328.98439932 159.06581283","326.94411266 155.29202843","333.0401665 152.08508706","336.77120399 152.19096136","340.95073795 151.55778193","352.43210959 153.18369627","341.53873396 154.2314508","337.27553761 154.78076506","333.42282546 154.57396674"
451,18.04,0.854,19,192.865,1,0.498,20.495,0,"SPEAKER_00",68,"different",17.84,18.1,0,200.733,261.657,229.433,303.269,0.094,0.311,0.086,0.984,0.932,0.538,0.953,0.888,0.051,0.212,0.134,0.031,"204.92491384 273.19084115","203.65062055 276.32512257","202.64520024 279.60019544","201.89597946 282.87674844","201.80215013 286.02041811","202.50199769 289.050394","204.07346641 291.80829883","206.18353379 294.15259689","208.74759552 295.80076337","211.45600823 296.31803155","214.41425872 295.82020432","217.57389587 294.76207346","220.45644474 292.95976043","222.8117786 290.60114086","224.83017009 287.9964897","226.59213674 285.1723367","228.01124674 282.16902822","209.54757315 272.00226724","211.63804886 271.77356906","213.62248179 272.28305168","215.38758916 273.32650483","216.81525868 274.73227277","222.02607346 276.28156662","223.79038912 276.21059328","225.54524612 276.49690032","227.0668785 277.28430048","227.8527568 278.60230565","218.65025771 278.46478164","217.95870733 280.46761557","217.31982422 282.38336787","216.63355392 284.30371493","213.6719979 284.91456211","214.41091564 285.61463237","215.13957781 286.23263925","216.07277882 286.50362551","216.95211303 286.52671933","210.91836971 275.99866107","212.72105095 275.9872508","214.09798917 276.52551726","214.94712096 277.65852049","213.56387523 277.50741556","212.14592201 276.94976762","221.0316081 279.8352465","222.67982882 279.62139189","223.96140438 280.09336323","224.8477481 280.98346725","223.48369193 281.11492261","222.21272033 280.63423008","208.99420601 286.9639957","211.07087445 287.35698074","212.81061512 287.70558476","213.46991029 288.31701189","214.3643598 288.53390396","215.1177941 289.24369782","215.68497789 289.97237563","214.34513059 290.70784181","213.13298982 290.9677735","212.14243916 290.70158333","211.18864667 290.14386237","209.98212186 288.87866318","209.53169954 287.28602409","212.1621899 288.36872578","212.9780255 288.91018718","213.82519421 289.22756135","215.29416245 289.79732364","213.7877768 289.87245679","212.87821931 289.5534575","212.00194445 289.06894833"
